"StuID","Reason","LastUpdatedDate"
"2356","CSC+REN","2015-09-08 00:00:00"
"2358","CSC+REN","2015-09-08 00:00:00"
"2359","CSC","2015-09-08 00:00:00"
"2360","CSC+REN","2015-09-08 00:00:00"
"2362","CSC+REN","2015-09-09 00:00:00"
"2363","CSC+REN","2015-09-10 00:00:00"
"2369","CSC+REN","2015-09-16 00:00:00"
"2371","CSC+REN+COA","2015-09-17 00:00:00"
"2378","CSC+REN","2015-09-23 00:00:00"
"2382","CSC+REN+COA","2015-09-26 00:00:00"
"2384","CSC+REN+COA","2015-09-26 00:00:00"
"2385","CSC+REN+COA","2015-09-26 00:00:00"
"2387","CSC+REN+CO.A","2015-09-28 00:00:00"
"2391","CSC+ REN","2015-09-29 00:00:00"
"2393","CSC+REN","2015-09-29 00:00:00"
"2394","CSC+ COA","2015-09-29 00:00:00"
"2396","CSC+REN","2015-09-30 00:00:00"
"2400","CSC+REN","2015-09-30 00:00:00"
"2402","CSC + REN + COA","2015-09-30 00:00:00"
"2403","CSC + REN","2015-09-30 00:00:00"
"2407","CSC+REN+COA","2015-10-02 00:00:00"
"2408","CSC","2015-10-03 00:00:00"
"2411","CSC+REN","2015-10-05 00:00:00"
"2413","CSC+REN+COA","2015-10-05 00:00:00"
"2417","CSC+REN","2015-10-07 00:00:00"
"2418","CSC+REN","2015-10-07 00:00:00"
"2420","CSC+REN","2015-10-07 00:00:00"
"2422","CSC+REN","2015-10-08 00:00:00"
"2424","CSC+REN","2015-10-09 00:00:00"
"2430","CSC+COA+REN","2015-10-10 00:00:00"
"2432","CSC+REN","2015-10-10 00:00:00"
"2435","CSC+REN","2015-10-12 00:00:00"
"2436","CSC+REN ( M.R.B)","2015-10-15 00:00:00"
"2443","CSC + REN","2015-10-15 00:00:00"
"2450","CSC + REN + COA","2015-10-16 00:00:00"
"2453","CSC + REN","2015-10-17 00:00:00"
"2457","CSC + REN","2015-10-19 00:00:00"
"2459","CSC","2015-10-20 00:00:00"
"2460","CSC+REN","2015-10-20 00:00:00"
"2461","CSC+REN","2015-10-20 00:00:00"
"2463","CSC + REN","2015-10-21 00:00:00"
"2473","CSC+REN","2015-10-26 00:00:00"
"2474","CSC + REN","2015-10-27 00:00:00"
"2478","CSC + REN + COA","2015-10-27 00:00:00"
"2481","CSC + REN","2015-10-27 00:00:00"
"2482","CSC + REN","2015-10-27 00:00:00"
"2484","CSC + REN  ( M.R.B)","2015-10-30 00:00:00"
"2485","CSC + COA","2015-10-28 00:00:00"
"2486","CSC + COA","2015-10-28 00:00:00"
"2492","CSC","2015-10-29 00:00:00"
"2498","CSC","2015-10-31 00:00:00"
"2500","CSC + REN","2015-10-31 00:00:00"
"2507","CSC+REN","2015-11-02 00:00:00"
"2512","CSC+REN","2015-11-03 00:00:00"
"2514","CSC+REN","2015-11-04 00:00:00"
"2517","CSC+COA+REN","2015-11-06 00:00:00"
"2520","CSC+REN","2015-11-16 00:00:00"
"2521","REN + CSC","2015-11-16 00:00:00"
"2522","CSC+COA+REN","2015-11-16 00:00:00"
"2523","CSC+COA +REN","2015-11-16 00:00:00"
"2531","CSC + REN","2015-11-16 00:00:00"
"2533","CSC+REN","2015-11-17 00:00:00"
"2536","CSC + REN","2015-11-17 00:00:00"
"2539","CSC + REN","2015-11-18 00:00:00"
"2544","CSC+REN+COA","2015-11-18 00:00:00"
"2546","CSC+REN","2015-11-18 00:00:00"
"2547","CSC + REN + COA","2015-11-19 00:00:00"
"2552","CSC+REN","2015-11-20 00:00:00"
"2554","CSC + REN","2015-11-20 00:00:00"
"2558","CSC+REN","2015-11-20 00:00:00"
"2566","CSC+REN","2015-11-23 00:00:00"
"2568","CSC+REN+COA","2015-11-24 00:00:00"
"2576","CSC+REN","2015-11-27 00:00:00"
"2578","CSC+REN","2015-11-28 00:00:00"
"2583","CSC + REN","2015-11-30 00:00:00"
"2584","CSC+REN ( M.R.B)","2015-12-03 00:00:00"
"2586","CSC + REN","2015-12-01 00:00:00"
"2587","CSC + REN","2015-12-10 00:00:00"
"2598","CSC + REN","2015-12-05 00:00:00"
"2603","CSC+REN","2015-12-08 00:00:00"
"2606","CSC+REN","2015-12-08 00:00:00"
"2607","CSC+REN+C.OA","2015-12-09 00:00:00"
"2609","CSC+REN","2015-12-09 00:00:00"
"2615","CSC+REN","2015-12-10 00:00:00"
"2618","CSC+REN","2015-12-10 00:00:00"
"2619","csc+ren+con","2015-12-10 00:00:00"
"2621","CSC+REN","2015-12-11 00:00:00"
"2628","CSC+REN +COA","2015-12-12 00:00:00"
"2629","CSC+REN","2015-12-12 00:00:00"
"2630","CSC","2015-12-14 00:00:00"
"2631","CSC+REN","2015-12-14 00:00:00"
"2632","CSC","2015-12-14 00:00:00"
"2633","CSC + REN","2015-12-14 00:00:00"
"2635","CSC+REN+COA","2015-12-15 00:00:00"
"2654","CSC+REN","2015-12-21 00:00:00"
"2656","CSC+REN","2015-12-21 00:00:00"
"2657","CSC+REN","2015-12-21 00:00:00"
"2660","CSC+REN","2015-12-23 00:00:00"
"2661","CSC+REN","2015-12-22 00:00:00"
"2663","CSC+REN+COA","2015-12-22 00:00:00"
"2670","CSC + REN ","2015-12-26 00:00:00"
"2675","CSC + REN","2015-12-28 00:00:00"
"2676","CSC + REN","2015-12-28 00:00:00"
"2678","CSC + REN","2015-12-28 00:00:00"
"2679","CSC+COA+REN","2015-12-28 00:00:00"
"2680","CSC","2015-12-28 00:00:00"
"2681","CSC+COA+REN","2015-12-28 00:00:00"
"2684","CSC + REN + COA","2015-12-29 00:00:00"
"2685","CSC  +  REN","2015-12-29 00:00:00"
"2687","CSC + REN","2015-12-29 00:00:00"
"2689","CSC+COA+CON","2015-12-29 00:00:00"
"2698","CSC+REN","2016-01-02 00:00:00"
"2699","CSC+REN","2016-01-04 00:00:00"
"2700","CSC+REN+COA","2016-01-05 00:00:00"
"2705","CSC","2016-01-06 00:00:00"
"2709","CSC+REN","2016-01-07 00:00:00"
"2713","CSC+COA","2016-01-09 00:00:00"
"2717","CSC+REN","2016-01-11 00:00:00"
"2718","CSC + REN","2016-01-11 00:00:00"
"2719","CSC + REN","2016-01-11 00:00:00"
"2720","CSC + COA (M.R.B)","2016-01-13 00:00:00"
"2725","CSC +COA","2016-01-12 00:00:00"
"2726","CSC+REN  (M.R.B)","2016-01-13 00:00:00"
"2728","CSC","2016-01-13 00:00:00"
"2730","CSC + REN","2016-01-14 00:00:00"
"2731","CSC+COA","2016-01-14 00:00:00"
"2738","CSC+REN+COA","2016-01-15 00:00:00"
"2740","CSC+REN (MRB ON 02/02/2016)","2016-02-01 00:00:00"
"2741","CSC +REN","2016-01-18 00:00:00"
"2747","CSC+REN","2016-01-18 00:00:00"
"2748","CSC+C.O.A+REN","2016-01-19 00:00:00"
"2749","CSC+REN","2016-01-19 00:00:00"
"2750","CSC","2016-01-19 00:00:00"
"2757","CSC+REN","2016-01-20 00:00:00"
"2759","CSC+REN","2016-01-21 00:00:00"
"2760","CSC+REN","2016-01-21 00:00:00"
"2761","CSC+REN","2016-01-21 00:00:00"
"2771","CSC +  REN","2016-01-27 00:00:00"
"2779","CSC+REN+C.O.A","2016-02-01 00:00:00"
"2780","CSC+REN","2016-02-01 00:00:00"
"2781","CSC+REN ","2016-02-08 00:00:00"
"2782","CSC","2016-02-01 00:00:00"
"2783","CSC+COA+REN","2016-02-01 00:00:00"
"2785","CSC+REN+COA","2016-02-02 00:00:00"
"2786","CSC+REN","2016-02-02 00:00:00"
"2787","CSC","2016-02-02 00:00:00"
"2791","CSC + REN","2016-02-03 00:00:00"
"2798","CSC + REN","2016-02-06 00:00:00"
"2800","CSC + REN + COA","2016-02-06 00:00:00"
"2802","CSC+REN","2016-02-08 00:00:00"
"2805","CSC+REN","2016-02-10 00:00:00"
"2806","CSC","2016-02-10 00:00:00"
"2808","CSC+C.O.A","2016-02-11 00:00:00"
"2810","CSC+REN","2016-02-11 00:00:00"
"2813","CSC+REN","2016-02-12 00:00:00"
"2815","CSC+REN+COA","2016-02-13 00:00:00"
"2816","CSC+REN","2016-02-15 00:00:00"
"2817","CSC + REN","2016-02-15 00:00:00"
"2819","CSC + REN","2016-02-15 00:00:00"
"2820","CSC + REN","2016-02-15 00:00:00"
"2823","CSC+REN","2016-02-16 00:00:00"
"2825","CSC + REN","2016-02-18 00:00:00"
"2826","CSC + REN","2016-02-18 00:00:00"
"2829","CSC + REN","2016-02-23 00:00:00"
"2830","CSC + COA","2016-02-18 00:00:00"
"2832","CSC+REN","2016-02-22 00:00:00"
"2833","CSC+REN","2016-02-22 00:00:00"
"2836","CSC+REN+COA","2016-02-23 00:00:00"
"2839","CSC+REN","2016-02-24 00:00:00"
"2845","CSC+REN+COA","2016-02-29 00:00:00"
"2849","CSC + REN","2016-03-01 00:00:00"
"2850","CSC+REN","2016-03-01 00:00:00"
"2851","CSC+REN","2016-03-02 00:00:00"
"2853","CSC + REN + COA","2016-03-02 00:00:00"
"2855","CSC + REN + COA","2016-03-03 00:00:00"
"2857","CSC + REN","2016-03-03 00:00:00"
"2865","RENEWAL  +  C .SC","2016-03-07 00:00:00"
"2866","CSC+REN","2016-03-14 00:00:00"
"2867","CSC+COA+CON+REN","2016-03-08 00:00:00"
"2868","REN + CSC","2016-03-10 00:00:00"
"2869","CSC + COA","2016-03-09 00:00:00"
"2870","CSC + REN","2016-03-09 00:00:00"
"2871","CSC + REN + COA","2016-03-12 00:00:00"
"2874","CSC+REN","2016-03-10 00:00:00"
"2875","CSC+REN","2016-03-10 00:00:00"
"2880","CSC+REN+COA","2016-03-11 00:00:00"
"2881","CSC+REN","2016-03-11 00:00:00"
"2886","CSC + REN","2016-03-14 00:00:00"
"2887","CSC +  REN","2016-03-14 00:00:00"
"2892","CSC+REN","2016-03-16 00:00:00"
"2893","CSC+REN","2016-03-16 00:00:00"
"2895","CSC+COA","2016-03-25 00:00:00"
"2915","RENEWAL +  CSC","2016-03-25 00:00:00"
"2917","CSC + REN","2016-03-28 00:00:00"
"2918","CSC+REN","2016-03-28 00:00:00"
"2922","CSC + REN","2016-04-01 00:00:00"
"2923","CSC + REN","2016-04-01 00:00:00"
"2931","CSC+REN","2016-04-04 00:00:00"
"2932","CSC+REN","2016-04-04 00:00:00"
"2936","CSC+REN","2016-04-04 00:00:00"
"2937","CSC+REN (M.R.B)","2016-04-08 00:00:00"
"2939","CSC","2016-04-04 00:00:00"
"2950","CSC","2016-04-09 00:00:00"
"2954","CSC+REN","2016-04-11 00:00:00"
"2955","CSC+REN+COA","2016-04-11 00:00:00"
"2958","CSC+REN (MRB)","2016-04-13 00:00:00"
"2979","CSC","2016-04-20 00:00:00"
"2981","CSC + REN +  CON","2016-04-20 00:00:00"
"2983","CSC + REN + COA","2016-04-21 00:00:00"
"2993","CSC+REN+COA","2016-04-25 00:00:00"
"2997","CSC + REN + COA","2016-04-25 00:00:00"
"3008","CSC+REN+COA","2016-05-02 00:00:00"
"3014","CSC+REN","2016-05-03 00:00:00"
"3023","CSC + REN(MRB ON 10/05/2016)","2016-05-10 00:00:00"
"3026","CSC+REN","2016-05-06 00:00:00"
"3034","CSC+REN","2016-05-09 00:00:00"
"3035","CSC + REN","2016-05-09 00:00:00"
"3036","CSC + REN","2016-05-09 00:00:00"
"3041","CSC + REN","2016-05-11 00:00:00"
"3042","CSC + REN + COA","2016-05-12 00:00:00"
"3047","CSC","2016-05-14 00:00:00"
"3048","CSC+REN","2016-05-17 00:00:00"
"3050","CSC + COA","2016-05-16 00:00:00"
"3051","CSC + REN ","2016-05-16 00:00:00"
"3060","CSC + REN","2016-05-19 00:00:00"
"3061","CSC","2016-05-19 00:00:00"
"3063","COA + CSC + REN","2016-05-19 00:00:00"
"3064","CSC + REN","2016-05-19 00:00:00"
"3071","CSC+REN","2016-05-23 00:00:00"
"3072","CSC+REN","2016-05-23 00:00:00"
"3073","CSC+REN+COA","2016-05-23 00:00:00"
"3079","CSC + REN + COA","2016-05-26 00:00:00"
"3091","CSC + REN","2016-05-31 00:00:00"
"3093","CSC + REN","2016-06-02 00:00:00"
"3109","CSC + REN","2016-06-06 00:00:00"
"3111","CSC+REN+COA","2016-06-07 00:00:00"
"3112","CSC + COA + REN","2016-06-07 00:00:00"
"3115","CSC + REN","2016-06-08 00:00:00"
"3117","CSC + COA + CON","2016-06-09 00:00:00"
"3118","CSC + COA + CON","2016-06-09 00:00:00"
"3123","CSC","2016-06-10 00:00:00"
"3124","CSC + REN (M.R.B ON 15/06/2016)","2016-06-15 00:00:00"
"3127","CSC+REN","2016-06-13 00:00:00"
"3130","CSC+REN","2016-06-13 00:00:00"
"3138","CSC+REN","2016-06-16 00:00:00"
"3139","CSC+REN","2016-06-16 00:00:00"
"3140","CSC + REN","2016-06-16 00:00:00"
"3141","CSC+COA+REN","2016-06-16 00:00:00"
"3142","CSC+REN+COA+D.O,.B","2016-06-16 00:00:00"
"3143","CSC+REN","2016-06-17 00:00:00"
"3144","CSC+REN","2016-06-17 00:00:00"
"3146","COA + CSC + REN","2016-06-18 00:00:00"
"3153","COA + CSC + REN ","2016-06-22 00:00:00"
"3154","CSC + REN (M.R.B ON 27/06/2016)
","2016-06-27 00:00:00"
"3169","CSC + REN","2016-06-28 00:00:00"
"3170","CSC + REN + COA","2016-06-28 00:00:00"
"3171","CSC + REN","2016-06-28 00:00:00"
"3172","CSC + REN ","2016-06-29 00:00:00"
"3174","CSC + REN","2016-06-30 00:00:00"
"3175","CSC + REN","2016-06-30 00:00:00"
"3181","CSC + REN  + COA","2016-07-01 00:00:00"
"3182","CSC+REN","2016-07-04 00:00:00"
"3191","CSC+REN+CON+COA","2016-07-06 00:00:00"
"3198","CSC+REN","2016-07-11 00:00:00"
"3200","CSC","2016-07-11 00:00:00"
"3203","CSC+REN","2016-07-13 00:00:00"
"3206","CSC+REN","2016-07-14 00:00:00"
"3209","CSC+REN","2016-07-14 00:00:00"
"3210","CSC+REN","2016-07-14 00:00:00"
"3211","CSC+REN","2016-07-14 00:00:00"
"3212","CSC","2016-07-15 00:00:00"
"3215","CSC+REN","2016-07-15 00:00:00"
"3218","CSC + COA + REN","2016-07-16 00:00:00"
"3220","CSC+REN","2016-07-16 00:00:00"
"3221","CSC+REN","2016-07-18 00:00:00"
"3222","CSC+REN","2016-07-18 00:00:00"
"3226","CSC+COA+CON","2016-07-19 00:00:00"
"3227","CSC+REN","2016-07-19 00:00:00"
"3228","CSC + REN","2016-07-19 00:00:00"
"3230","CSC+REN","2016-07-20 00:00:00"
"3231","CSC+REN","2016-07-20 00:00:00"
"3235","CSC+REN","2016-07-25 00:00:00"
"3236","CSC+REN+COA","2016-07-25 00:00:00"
"3240","CSC+REN","2016-07-25 00:00:00"
"3246","CSC + REN","2016-07-27 00:00:00"
"3247","CSC","2016-07-28 00:00:00"
"3248","CSC + REN","2016-07-28 00:00:00"
"3251","CSC+REN","2016-07-29 00:00:00"
"3253","CSC+REN","2016-08-01 00:00:00"
"3254","CSC+REN+COA","2016-08-01 00:00:00"
"3255","CSC ","2016-08-03 00:00:00"
"3256","CSC + REN","2016-08-04 00:00:00"
"3259","CSC + REN","2016-08-06 00:00:00"
"3262","CSC+REN","2016-08-08 00:00:00"
"3263","CSC + REN","2016-08-08 00:00:00"
"3265","CSC+REN","2016-08-10 00:00:00"
"3270","CSC + REN","2016-08-11 00:00:00"
"3272","CSC+REN+COA","2016-08-12 00:00:00"
"3273","CSC + COA + REN","2016-08-12 00:00:00"
"3275","CSC + REN","2016-08-17 00:00:00"
"3276","CSC + REN ","2016-08-16 00:00:00"
"3278","CSC + REN + COA + DOB","2016-08-16 00:00:00"
"3280","CSC + REN ","2016-08-17 00:00:00"
"3284","CSC+REN+COA","2016-08-19 00:00:00"
"3287","CSC+REN","2016-08-20 00:00:00"
"3289","CSC+REN","2016-08-22 00:00:00"
"3296","CSC+REN","2016-08-26 00:00:00"
"3297","CSC + REN","2016-08-26 00:00:00"
"3301","CSC","2016-08-29 00:00:00"
"3305","CSC+REN","2016-09-01 00:00:00"
"3306","CSC+REN+COA","2016-09-01 00:00:00"
"3307","CSC+REN+COA","2016-09-01 00:00:00"
"3310","CSC+REN+COA+CON+COS","2016-09-02 00:00:00"
"3311","CSC + REN","2016-09-06 00:00:00"
"3312","CSC + REN","2016-09-03 00:00:00"
"3315","CSC+REN","2016-09-06 00:00:00"
"3317","CSC+REN","2016-09-06 00:00:00"
"3318","CSC + REN ","2016-09-10 00:00:00"
"3326","CSC+REN","2016-09-13 00:00:00"
"3327","CSC+REN","2016-09-13 00:00:00"
"3329","CSC+REN","2016-09-14 00:00:00"
"3331","CSC+REN","2016-09-16 00:00:00"
"3335","CSC+REN","2016-09-19 00:00:00"
"3336","CSC+REN","2016-09-20 00:00:00"
"3337","CSC+REN","2016-09-21 00:00:00"
"3345","CSC+REN+COA","2016-09-27 00:00:00"
"3349","CSC + REN","2016-09-29 00:00:00"
"3350","CSC + REN","2016-09-29 00:00:00"
"3353","CSC+REN","2016-10-01 00:00:00"
"3358","CSC+REN+COA","2016-10-05 00:00:00"
"3378","CSC + REN","2016-10-13 00:00:00"
"3379","CSC+REN+COA","2016-10-14 00:00:00"
"3380","CSC+REN","2016-10-14 00:00:00"
"3381","CSC+REN","2016-10-14 00:00:00"
"3382","CSC+REN","2016-10-14 00:00:00"
"3388","CSC+REN","2016-10-15 00:00:00"
"3394","CSC+REN","2016-10-19 00:00:00"
"3400","CSC+REN","2016-10-24 00:00:00"
"3407","CSC + REN","2016-10-27 00:00:00"
"3408","CSC+REN","2016-10-27 00:00:00"
"3409","CSC+REN","2016-10-27 00:00:00"
"3410","CSC","2016-11-01 00:00:00"
"3432","CSC + REN ","2016-11-14 00:00:00"
"3434","CSC+REN","2016-11-15 00:00:00"
"3435","CSC+REN","2016-11-15 00:00:00"
"3438","CSC+COA+REN","2016-11-16 00:00:00"
"3439","CSC+COA","2016-11-17 00:00:00"
"3442","CSC + REN","2016-11-18 00:00:00"
"3448","CSC+REN","2016-11-21 00:00:00"
"3451","CSC+COA","2016-11-22 00:00:00"
"3460","CSC+REN","2016-11-23 00:00:00"
"3461","CSC+REN","2016-11-23 00:00:00"
"3462","CSC+REN","2016-11-24 00:00:00"
"3478","CSC+REN","2016-12-01 00:00:00"
"3479","CSC+REN","2016-12-01 00:00:00"
"3493","CSC+REN","2016-12-06 00:00:00"
"3496","CSC+REN+COA","2016-12-07 00:00:00"
"3499","CSC+REN","2016-12-08 00:00:00"
"3512","CSC+REN","2016-12-13 00:00:00"
"3516","CSC+ REN","2016-12-15 00:00:00"
"3518","CSC+REN+ CON","2016-12-14 00:00:00"
"3520","CSC+REN+COA","2016-12-16 00:00:00"
"3526","CSC+REN","2016-12-19 00:00:00"
"3549","CSC+REN","2016-12-28 00:00:00"
"3552","CSC+REN","2017-01-04 00:00:00"
"3555","CSC+CON+COS","2017-01-03 00:00:00"
"3557","CSC + REN","2017-01-05 00:00:00"
"3558","CSC + REN","2017-01-05 00:00:00"
"3559","CSC + REN","2017-01-05 00:00:00"
"3566","CSC+REN","2017-01-11 00:00:00"
"3572","CSC+COA","2017-01-13 00:00:00"
"3574","CSC + REN ","2017-01-16 00:00:00"
"3577","CSC+REN+COA","2017-01-17 00:00:00"
"3579","CSC+REN","2017-01-18 00:00:00"
"3589","CSC+REN","2017-01-24 00:00:00"
"3605","CSC RENEWAL+","2017-02-11 00:00:00"
"3610","CSC","2017-02-14 00:00:00"
"3622","CSC","2017-03-02 00:00:00"
"3623","CSC+REN","2017-03-03 00:00:00"
"3626","CSC + REN","2017-03-08 00:00:00"
"3629","CSC","2017-03-22 00:00:00"
"3630","CSC+REN","2017-03-15 00:00:00"
"3636","CSC + REN","2017-03-17 00:00:00"
"3637","CSC+REN","2017-03-18 00:00:00"
"3642","CSC+REN","2017-03-21 00:00:00"
"3649","CSC+REN","2017-03-24 00:00:00"
"3656","CSC + REN","2017-04-03 00:00:00"
"3671","CSC+REN","2017-04-13 00:00:00"
"3673","CSC + REN","2017-04-17 00:00:00"
"3675","CSC + REN","2017-04-19 00:00:00"
"3676","CSC + REN","2017-04-19 00:00:00"
"3680","CSC + REN","2017-04-20 00:00:00"
"3683","CSC+REN","2017-04-22 00:00:00"
"3691","CSC + REN","2017-04-28 00:00:00"
"3699","CSC + REN ","2017-05-04 00:00:00"
"3702","CSC+REN","2017-05-05 00:00:00"
"3704","CSC+REN","2017-05-08 00:00:00"
"3705","CSC+REN","2017-05-09 00:00:00"
"3718","CSC+REN","2017-05-18 00:00:00"
"3724","CSC + REN","2017-05-23 00:00:00"
"3725","CSC + REN","2017-05-23 00:00:00"
"3727","CSC + COA","2017-05-24 00:00:00"
"3729","CSC + REN","2017-05-24 00:00:00"
"3730","CSC + REN","2017-05-24 00:00:00"
"3731","CSC + REN + COA","2017-06-09 00:00:00"
"3742","CSC + REN","2017-05-29 00:00:00"
"3749","CSC + REN + COA","2017-05-31 00:00:00"
"3761","CSC + REN","2017-06-08 00:00:00"
"3766","CSC=REN+COA","2017-06-10 00:00:00"
"3773","CSC+REN","2017-06-13 00:00:00"
"3778","CSC+REN","2017-06-16 00:00:00"
"3781","CSC","2017-06-17 00:00:00"
"3788","CSC + REN + COA","2017-06-22 00:00:00"
"3790","CSC+REN","2017-06-23 00:00:00"
"3799","CSC + REN + COA","2017-06-29 00:00:00"
"3805","CSC + REN","2017-07-04 00:00:00"
"3815","CSC + REN + COA","2017-07-08 00:00:00"
"3819","CSC + REN","2017-07-08 00:00:00"
"3821","CSC + REN","2017-07-12 00:00:00"
"3827","CSC + REN + COA","2017-07-20 00:00:00"
"3828","CSC ","2017-07-24 00:00:00"
"3834","CSC + COA","2017-07-29 00:00:00"
"3835","REN","2017-07-29 00:00:00"
"3836","REN","2017-07-29 00:00:00"
"3847","CSC + REN ","2017-08-10 00:00:00"
"3852","CSC + REN","2017-08-11 00:00:00"
"3853","CSC + REN","2017-08-11 00:00:00"
"3854","CSC + REN + COA","2017-08-16 00:00:00"
"3861","CSC ","2017-09-27 00:00:00"
"3882","CSC+REN+CON","2017-10-02 00:00:00"
"3884","CSC+REN","2017-10-02 00:00:00"
"3888","CSC + REN","2017-10-03 00:00:00"
"3889","csc","2017-10-04 00:00:00"
"3892","CSC","2017-10-06 00:00:00"
"3893","COA + CSC + REN","2017-10-07 00:00:00"
"3900","CSC + REN","2017-10-11 00:00:00"
"3918","CSC + REN","2017-10-25 00:00:00"
"3921","CSC+REN","2017-10-28 00:00:00"
"3924","CSC + REN","2017-10-31 00:00:00"
"3929","CSC + REN ","2017-11-08 00:00:00"
"3932","CSC + REN ","2017-11-09 00:00:00"
"3954","CSC+REN","2017-12-01 00:00:00"
"3959","CSC + REN","2017-12-06 00:00:00"
"3960","CSC+REN","2017-12-07 00:00:00"
"3965","CSC  + COA","2017-12-13 00:00:00"
"3970","CSC+REN","2017-12-19 00:00:00"
"3974","CSC  + REN","2017-12-21 00:00:00"
"3981","CSC+REN","2017-12-25 00:00:00"
"3993","CSC +REN","2018-01-04 00:00:00"
"3997","CSC + REN + COA","2018-01-05 00:00:00"
"4000","CSC + COA","2018-01-06 00:00:00"
"4001","CSC + REN","2018-01-06 00:00:00"
"4002","CSC + REN","2018-01-06 00:00:00"
"4003","CSC + REN","2018-01-06 00:00:00"
"4014","CSC + REN","2018-01-12 00:00:00"
"4026","CSC + COA","2018-01-30 00:00:00"
"4031","CSC + REN + COA","2018-02-06 00:00:00"
"4038","CSC + REN + COA","2018-02-13 00:00:00"
"4048","CSC + REN","2018-02-13 00:00:00"
"4052","CSC + REN","2018-02-15 00:00:00"
"4055","CSC+REN","2018-02-16 00:00:00"
"4058","CSC+COA+REN","2018-02-19 00:00:00"
"4060","CSC","2018-02-20 00:00:00"
"4063","CSC","2018-02-22 00:00:00"
"4069","RENEWAL + CSC","2018-02-24 00:00:00"
"4070","RENEWAL + CSC + COA","2018-02-24 00:00:00"
"4071","RENEWAL + CSC","2018-02-24 00:00:00"
"4074","REN + CSC ","2018-03-03 00:00:00"
"4101","RENEWAL","2018-03-13 00:00:00"
"4107","CSC","2018-03-15 00:00:00"
"4134","CSC","2018-03-29 00:00:00"
"4138","CSC","2018-03-31 00:00:00"
"4143","CSC+ REN + COA","2018-04-09 00:00:00"
"4146","RENEWAL","2018-04-09 00:00:00"
"4149","CSC + COA + CON","2018-04-11 00:00:00"
"4150","CSC + COA","2018-04-11 00:00:00"
"4157","CSC","2018-04-20 00:00:00"
"4158","CSC","2018-04-16 00:00:00"
"4159","CSC","2018-04-16 00:00:00"
"4162","CSC + COA + REN","2018-04-19 00:00:00"
"4164","CSC + REN","2018-04-21 00:00:00"
"4174","RENEWAL","2018-04-30 00:00:00"
"4178","CSC+COA+CON","2018-05-03 00:00:00"
"4181","CSC+REN","2018-05-04 00:00:00"
"4182","CSC+REN","2018-05-04 00:00:00"
"4189","CSC","2018-05-09 00:00:00"
"4191","CSC+REN","2018-05-11 00:00:00"
"4196","CSC","2018-05-14 00:00:00"
"4199","RENEWAL","2018-05-15 00:00:00"
"4204","CSC+COA","2018-05-17 00:00:00"
"4214","CSC+REN","2018-05-21 00:00:00"
"4221","CSC + CON + COA","2018-05-23 00:00:00"
"4226","REN + CSC","2018-05-26 00:00:00"
"4232","CSC+REN","2018-05-29 00:00:00"
"4246","CSC+REN","2018-06-05 00:00:00"
"4247","CSC","2018-06-06 00:00:00"
"4258","CSC+COA","2018-06-15 00:00:00"
"4259","CSC","2018-06-15 00:00:00"
"4266","CSC + REN","2018-06-19 00:00:00"
"4267","CSC + REN ","2018-06-20 00:00:00"
"4269","CSC","2018-06-22 00:00:00"
"4270","CSC+CON+COS+COA","2018-06-22 00:00:00"
"4271","CSC","2018-06-22 00:00:00"
"4275","CSC","2018-06-27 00:00:00"
"4276","CSC + REN","2018-06-30 00:00:00"
"4285","CSC + REN + COA","2018-07-11 00:00:00"
"4288","CSC + REN","2018-07-11 00:00:00"
"4295","CSC + REN ","2018-07-13 00:00:00"
"4302","CSC + REN + CON+COS","2018-07-19 00:00:00"
"4310","CSC","2018-07-24 00:00:00"
"4320","CSC + LATE REN","2018-08-03 00:00:00"
"4327","CSC + REN","2018-08-06 00:00:00"
"4328","CSC + REN ","2018-08-06 00:00:00"
"4333","CSC+REN","2018-08-09 00:00:00"
"4345","REN + CSC","2018-08-18 00:00:00"
"4351","CSC+REN","2018-08-27 00:00:00"
"4362","CSC+REN","2018-09-01 00:00:00"
"4363","CSC + REN","2018-09-04 00:00:00"
"4372","CSC","2018-09-17 00:00:00"
"4373","CSC+REN","2018-09-24 00:00:00"
"4375","CSC+REN","2018-09-26 00:00:00"
"4376","CSC+REN","2018-09-26 00:00:00"
"4377","CSC+REN","2018-09-26 00:00:00"
"4378","CSC+REN","2018-11-02 00:00:00"
"4389","CSC + REN","2018-10-02 00:00:00"
"4392","CSC+REN","2018-10-04 00:00:00"
"4403","CSC + COA ","2018-10-19 00:00:00"
"4414","CSC + COA + CON + REN","2018-10-27 00:00:00"
"4422","CSC+REN","2018-11-10 00:00:00"
"4425","CSC+REN","2018-11-12 00:00:00"
"4426","CSC + REN","2018-11-12 00:00:00"
"4427","CSC + REN","2019-01-03 00:00:00"
"4428","CSC + REN","2018-11-13 00:00:00"
"4440","CSC + REN","2018-11-19 00:00:00"
"4447","CSC + REN","2018-11-25 00:00:00"
"4448","CSC + REN","2018-11-25 00:00:00"
"4450","CSC+COA+REN","2018-11-26 00:00:00"
"4456","CSC + REN ","2018-11-28 00:00:00"
"4457","CSC + REN","2018-11-28 00:00:00"
"4458","CSC+REN","2018-11-29 00:00:00"
"4461","CSC + REN + COA","2018-12-05 00:00:00"
"4466","CSC+REN+COA","2018-12-12 00:00:00"
"4467","CSC+REN","2019-01-19 00:00:00"
